genus	leaf_type	leaf_cycle
Magnolia	needleleaved	evergreen
Fraxinus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Catalpa	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Catalpa	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Magnolia	needleleaved	evergreen
Fraxinus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Catalpa	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Magnolia	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Magnolia	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Magnolia	broadleaved	evergreen
Corylus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Corylus	broadleaved	deciduous
Magnolia	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Magnolia	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Betula	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Betula	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Betula	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Betula	broadleaved	deciduous
Tilia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Prunus	broadleaved	deciduous
Betula	broadleaved	deciduous
Betula	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Betula	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Cedrus	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Betula	broadleaved	deciduous
Betula	broadleaved	deciduous
Prunus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Betula	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Betula	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Prunus	broadleaved	deciduous
Betula	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Betula	broadleaved	deciduous
Tilia	broadleaved	deciduous
Platanus	broadleaved	deciduous
Betula	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Betula	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Betula	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Betula	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Prunus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Betula	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Betula	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Betula	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Prunus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Betula	broadleaved	deciduous
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Prunus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Trachycarpus	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Taxus	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Taxus	needleleaved	evergreen
Tilia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Taxus	needleleaved	evergreen
Taxus	needleleaved	evergreen
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Platanus	broadleaved	deciduous
Taxus	needleleaved	evergreen
Taxus	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Taxus	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Juglans	broadleaved	deciduous
Prunus	broadleaved	evergreen
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Prunus	broadleaved	deciduous
Acer	broadleaved	deciduous
Taxus	needleleaved	evergreen
Prunus	broadleaved	evergreen
Platanus	broadleaved	deciduous
Taxus	needleleaved	evergreen
Prunus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Acer	broadleaved	deciduous
Taxus	needleleaved	evergreen
Robinia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Robinia	broadleaved	deciduous
Prunus	broadleaved	deciduous
Chamaerops	needleleaved	evergreen
Taxus	needleleaved	evergreen
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Robinia	broadleaved	deciduous
Prunus	broadleaved	deciduous
Chamaerops	needleleaved	evergreen
Magnolia	broadleaved	evergreen
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Robinia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Prunus	broadleaved	evergreen
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Prunus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Taxus	needleleaved	evergreen
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Platanus	broadleaved	deciduous
Prunus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Acer	broadleaved	deciduous
Platanus	broadleaved	deciduous
Prunus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Taxus	needleleaved	evergreen
Tilia	broadleaved	deciduous
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Acer	broadleaved	deciduous
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Ligustrum	broadleaved	deciduous
Platanus	broadleaved	deciduous
Ligustrum	broadleaved	deciduous
Ligustrum	broadleaved	deciduous
Platanus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Ligustrum	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Ligustrum	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Quercus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Quercus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Tilia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Quercus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Quercus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Carpinus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Carpinus	broadleaved	deciduous
Carpinus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Cydonia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ligustrum	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Acer	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Sequoiadendron	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Acer	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Quercus	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Acer	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Acer	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Prunus	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Tilia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Ulmus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ilex	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Acer	broadleaved	deciduous
Acer	broadleaved	deciduous
Cedrus	needleleaved	evergreen
Taxus	needleleaved	evergreen
Acer	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Prunus	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Taxus	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Buxus	broadleaved	evergreen
Buxus	broadleaved	evergreen
Prunus	broadleaved	deciduous
Buxus	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Prunus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Taxus	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Chamaerops	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Acer	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Fagus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Prunus	broadleaved	evergreen
Cupressus	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Chamaerops	needleleaved	evergreen
Fraxinus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Chamaerops	needleleaved	evergreen
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Eleagnos	broadleaved	deciduous
Cornus	broadleaved	deciduous
Chamaerops	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Chamaerops	needleleaved	evergreen
Chamaerops	needleleaved	evergreen
Laurus	broadleaved	evergreen
Tilia	broadleaved	deciduous
Sambucus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Acer	broadleaved	deciduous
Platanus	broadleaved	deciduous
Prunus	broadleaved	evergreen
Prunus	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Acer	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Platanus	broadleaved	deciduous
Tilia	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Chamaerops	needleleaved	evergreen
Fraxinus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Acer	broadleaved	deciduous
Acer	broadleaved	deciduous
Fagus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Prunus	broadleaved	evergreen
Photinia	broadleaved	evergreen
Prunus	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Prunus	broadleaved	evergreen
Fraxinus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Prunus	broadleaved	deciduous
Laburnum	broadleaved	deciduous
Taxus	needleleaved	evergreen
Celtis	broadleaved	deciduous
Acer	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Chamaecyparis	needleleaved	evergreen
Acer	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Robinia	broadleaved	deciduous
Acer	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Ilex	broadleaved	evergreen
Fraxinus	broadleaved	deciduous
Cedrus	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Liriodendron	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Chamaerops	needleleaved	evergreen
Cercis	broadleaved	deciduous
Chamaerops	needleleaved	evergreen
Cercis	broadleaved	deciduous
Chamaerops	needleleaved	evergreen
Fagus	broadleaved	deciduous
Acer	broadleaved	deciduous
Taxus	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Cedrus	needleleaved	evergreen
Robinia	broadleaved	deciduous
Cedrus	needleleaved	evergreen
Fraxinus	broadleaved	deciduous
Eucalyptus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Photinia	broadleaved	evergreen
Aesculus	broadleaved	deciduous
Chamaecyparis	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Picea	needleleaved	evergreen
Fraxinus	broadleaved	deciduous
Liriodendron	broadleaved	deciduous
Crataegus	broadleaved	deciduous
Picea	needleleaved	evergreen
Platanus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Prunus	broadleaved	evergreen
Taxus	needleleaved	evergreen
Populus	broadleaved	deciduous
Acer	broadleaved	deciduous
Celtis	broadleaved	deciduous
Prunus	broadleaved	evergreen
Picea	needleleaved	evergreen
Acer	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Fraxinus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Acer	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Photinia	broadleaved	evergreen
Picea	needleleaved	evergreen
Aesculus	broadleaved	deciduous
Aesculus	broadleaved	deciduous
Prunus	broadleaved	evergreen
Acer	broadleaved	deciduous
Prunus	broadleaved	evergreen
